quaternary,reserve_study,available__gra2_m3_a,recharge__gwr_m3_a,reserve__gwr_m3_a,abstracted__warms_m3_a,surplus__gra2_m3_a,surplus__gwr_m3_a
X21D,1,3 897 700,10 950 000,4 480 000,800,3 896 900,6 469 200
X21E,1,13 719 200,29 690 000,16 580 000,45 595,13 673 605,13 064 405
X21F,1,5 460 590,18 300 000,8 830 000,924 764,4 535 826,8 545 236
X21G,1,6 514 070,17 510 000,8 000 000,309 773,6 204 297,9 200 227
X21H,1,10 206 600,21 190 000,10 230 000,0,10 206 600,10 960 000
X21J,1,11 743 800,29 260 000,14 080 000,205 268,11 538 532,14 974 732
X21K,1,11 429 600,22 780 000,11 140 000,27 100,11 402 500,11 612 900
X22A,1,13 059 000,23 670 000,11 300 000,72 000,12 987 000,12 298 000
X22B,1,9 486 420,21 240 000,9 750 000,128 914,9 357 506,11 361 086
X22C,1,7 554 680,20 690 000,8 430 000,1 073 150,6 481 530,11 186 850
X22D,1,12 388 900,25 580 000,12 130 000,0,12 388 900,13 450 000
X22E,1,5 701 270,13 920 000,6 750 000,0,5 701 270,7 170 000
X22F,1,4 189 490,11 410 000,3 020 000,129 333,4 060 157,8 260 667
X22G,1,3 937 820,9 390 000,4 720 000,163 620,3 774 200,4 506 380
X22H,1,3 307 060,10 220 000,3 030 000,854 688,2 452 372,6 335 312
X22J,1,3 660 940,12 750 000,5 830 000,201 569,3 459 371,6 718 431
X22K,1,6 389 340,14 570 000,43 430 000,17 738,6 371 603,-28 877 738
X23A,1,5 466 200,10 690 000,4 790 000,11 568,5 454 632,5 888 432
X23B,1,4 100 240,12 380 000,5 130 000,47 391,4 052 849,7 202 609
X23C,1,3 550 410,6 980 000,2 930 000,0,3 550 410,4 050 000
X23D,1,4 563 770,12 890 000,6 110 000,108 206,4 455 564,6 671 794
X23E,1,4 704 410,12 020 000,5 320 000,0,4 704 410,6 700 000
X23F,1,6 732 620,20 290 000,8 550 000,3 260 082,3 472 538,8 479 918
X23G,1,4 980 240,11 200 000,4 970 000,7 300,4 972 940,6 222 700
X23H,1,7 397 900,14 590 000,10 810 000,479 550,6 918 350,3 300 450
X24A,1,2 960 920,7 570 000,4 430 000,463 934,2 496 986,2 676 066
X24B,1,3 891 730,11 060 000,7 050 000,117 650,3 774 080,3 892 350
X24C,1,3 816 090,10 490 000,6 100 000,988 134,2 827 956,3 401 866
X24D,1,5 215 510,10 580 000,52 290 000,1 636 876,3 578 634,-43 346 876
X24E,1,5 548 080,12 280 000,5 560 000,0,5 548 080,6 720 000
X24F,1,2 750 860,5 760 000,1 910 000,787 659,1 963 201,3 062 341
X24G,1,4 812 930,11 690 000,4 840 000,13 680,4 799 250,6 836 320
X24H,1,4 097 710,12 780 000,90 000 000,29 584,4 068 126,-77 249 584
X31A,1,24 113 800,39 150 000,19 240 000,625 063,23 488 737,19 284 937
X31B,1,20 217 100,32 540 000,7 430 000,104 000,20 113 100,25 006 000
X31C,1,17 561 900,25 800 000,5 280 000,0,17 561 900,20 520 000
X31D,1,7 631 250,17 490 000,11 350 000,392 435,7 238 815,5 747 565
X31E,1,18 152 000,26 110 000,12 550 000,77 516,18 074 484,13 482 484
X31F,1,9 087 560,11 660 000,5 410 000,37 440,9 050 120,6 212 560
X31G,1,6 776 160,12 430 000,10 250 000,158 980,6 617 180,2 021 020
X31H,1,3 780 820,6 690 000,2 980 000,112 915,3 667 905,3 597 085
X31J,1,5 041 680,13 540 000,5 700 000,128 530,4 913 150,7 711 470
X31K,1,6 006 380,12 580 000,31 180 000,1 019 198,4 987 182,-19 619 198
X31L,1,3 959 620,13 710 000,6 620 000,360,3 959 260,7 089 640
X31M,1,4 452 820,12 790 000,4 640 000,230 151,4 222 669,7 919 849
X32A,1,4 603 080,7 400 000,3 680 000,0,4 603 080,3 720 000
X32B,0,1 758 760,Unknown,Unknown,0,1 758 760,Unknown
X32C,0,2 856 850,Unknown,Unknown,32 405,2 824 445,Unknown
X32D,1,4 294 180,6 750 000,3 120 000,26 280,4 267 900,3 603 720
X32E,1,2 827 640,4 680 000,2 190 000,182,2 827 458,2 489 818
X32F,1,2 204 530,2 730 000,3 110 000,4 500,2 200 030,- 384 500
X32G,1,3 761 920,5 480 000,2 430 000,34 045,3 727 875,3 015 955
X32H,1,3 385 860,7 210 000,3 070 000,193 203,3 192 657,3 946 797
X32J,1,1 884 920,4 960 000,9 320 000,115 992,1 768 928,-4 475 992
X33A,1,3 081 580,7 850 000,3 160 000,0,3 081 580,4 690 000
X33B,1,1 149 240,3 240 000,900 000,0,1 149 240,2 340 000
X33C,1,321 137,1 270 000,240 000,0,321 137,1 030 000
X33D,1,836 228,3 920 000,1 930 000,0,836 228,1 990 000
X40A,1,3 200 200,9 590 000,2 770 000,23 812,3 176 388,6 796 188
X40B,1,2 205 910,7 710 000,2 400 000,20 000,2 185 910,5 290 000
X40C,1,4 922 600,10 890 000,3 950 000,18 739,4 903 861,6 921 261
X40D,1,1 171 430,4 890 000,1 590 000,0,1 171 430,3 300 000
D11A,0,31 893,Unknown,Unknown,0,31 893,Unknown
D11B,0,0,Unknown,Unknown,0,0,Unknown
D11C,0,0,Unknown,Unknown,0,0,Unknown
D11D,0,0,Unknown,Unknown,0,0,Unknown
D11E,0,0,Unknown,Unknown,0,0,Unknown
D11F,0,0,Unknown,Unknown,0,0,Unknown
D11G,0,0,Unknown,Unknown,0,0,Unknown
D11H,0,0,Unknown,Unknown,0,0,Unknown
D11J,0,0,Unknown,Unknown,0,0,Unknown
D11K,0,0,Unknown,Unknown,0,0,Unknown
D15A,0,0,Unknown,Unknown,0,0,Unknown
D15B,0,0,Unknown,Unknown,0,0,Unknown
D15C,0,0,Unknown,Unknown,0,0,Unknown
D15D,0,0,Unknown,Unknown,0,0,Unknown
D15E,0,0,Unknown,Unknown,0,0,Unknown
D15F,0,0,Unknown,Unknown,0,0,Unknown
D15G,0,1 240 330,Unknown,Unknown,0,1 240 330,Unknown
D16A,0,502 182,Unknown,Unknown,0,502 182,Unknown
D16B,0,0,Unknown,Unknown,0,0,Unknown
D16C,0,0,Unknown,Unknown,0,0,Unknown
D16D,0,764 449,Unknown,Unknown,0,764 449,Unknown
D16E,0,73 473,Unknown,Unknown,0,73 473,Unknown
D16F,0,139 347,Unknown,Unknown,0,139 347,Unknown
D16G,0,167 672,Unknown,Unknown,0,167 672,Unknown
D16H,0,0,Unknown,Unknown,0,0,Unknown
D16J,0,0,Unknown,Unknown,0,0,Unknown
D16K,0,90 603,Unknown,Unknown,0,90 603,Unknown
D16L,0,0,Unknown,Unknown,0,0,Unknown
D16M,0,0,Unknown,Unknown,0,0,Unknown
D17A,0,0,Unknown,Unknown,0,0,Unknown
D17B,0,0,Unknown,Unknown,0,0,Unknown
D17C,0,0,Unknown,Unknown,0,0,Unknown
D17D,0,0,Unknown,Unknown,0,0,Unknown
D17E,0,0,Unknown,Unknown,0,0,Unknown
D17F,0,0,Unknown,Unknown,0,0,Unknown
D17G,0,0,Unknown,Unknown,0,0,Unknown
D17H,0,0,Unknown,Unknown,0,0,Unknown
D17J,0,14 899,Unknown,Unknown,0,14 899,Unknown
D17K,0,0,Unknown,Unknown,0,0,Unknown
D17L,0,56 213,Unknown,Unknown,0,56 213,Unknown
D17M,0,0,Unknown,Unknown,0,0,Unknown
D18A,0,0,Unknown,Unknown,0,0,Unknown
D18B,0,41 495,Unknown,Unknown,0,41 495,Unknown
D18C,0,0,Unknown,Unknown,0,0,Unknown
D18D,0,0,Unknown,Unknown,0,0,Unknown
D18E,0,126 181,Unknown,Unknown,0,126 181,Unknown
D18F,0,0,Unknown,Unknown,0,0,Unknown
D18G,0,260 093,Unknown,Unknown,0,260 093,Unknown
D18H,0,0,Unknown,Unknown,0,0,Unknown
D18J,0,12 513,Unknown,Unknown,0,12 513,Unknown
D18L,0,1 629 700,Unknown,Unknown,10 403,1 619 298,Unknown
D21A,0,1 752 150,Unknown,Unknown,6 000,1 746 150,Unknown
D21B,0,0,Unknown,Unknown,0,0,Unknown
D21C,0,520 660,Unknown,Unknown,0,520 660,Unknown
D21H,0,1 846 120,Unknown,Unknown,0,1 846 120,Unknown
D21J,0,0,Unknown,Unknown,0,0,Unknown
D21K,0,0,Unknown,Unknown,0,0,Unknown
D21L,0,18 132,Unknown,Unknown,0,18 132,Unknown
D22C,0,1 134 700,Unknown,Unknown,0,1 134 700,Unknown
D22E,0,0,Unknown,Unknown,0,0,Unknown
D22F,0,31 969,Unknown,Unknown,0,31 969,Unknown
D22H,0,3 981 380,Unknown,Unknown,195 030,3 786 350,Unknown
D22J,0,0,Unknown,Unknown,0,0,Unknown
D22K,0,0,Unknown,Unknown,0,0,Unknown
D23A,0,2 846 750,Unknown,Unknown,0,2 846 750,Unknown
D23B,0,0,Unknown,Unknown,0,0,Unknown
D23E,0,2 792 370,Unknown,Unknown,0,2 792 370,Unknown
D23F,0,470 498,Unknown,Unknown,0,470 498,Unknown
A10A,0,10 365 600,Unknown,Unknown,0,10 365 600,Unknown
A10B,0,8 538 550,Unknown,Unknown,62 490,8 476 060,Unknown
A10C,0,1 137 980,Unknown,Unknown,0,1 137 980,Unknown
A21A,1,4 674 680,27 641 000,1 147 000,14 462 529,-9 787 849,12 031 471
A21B,1,6 082 220,30 215 000,1 229 000,23 368 676,-17 286 456,5 617 324
A21C,1,1 074 880,18 684 000,1 954 000,4 453 782,-3 378 902,12 276 218
A21D,1,1 935 600,19 655 000,2 323 000,11 142 616,-9 207 016,6 189 384
A21E,1,7 563 430,9 207 000,1 061 000,5 544 356,2 019 074,2 601 644
A21F,1,6 939 210,47 399 000,1 368 000,39 515 905,-32 576 695,6 515 095
A21G,1,685 611,6 238 000,1 736 000,1 038 965,- 353 354,3 463 035
A21H,1,4 083 750,20 892 000,3 171 000,3 904 350,179 400,13 816 650
A21J,1,5 845 760,29 893 000,2 930 000,26 192 914,-20 347 154,770 086
A21K,1,1 941 980,23 279 000,2 018 000,54 848 795,-52 906 815,-33 587 795
A21L,1,71 792,4 497 000,158 039,704 756,- 632 964,3 634 205
A22A,1,10 773 300,21 318 000,528 000,1 474 951,9 298 349,19 315 049
A22B,1,4 764 600,9 365 000,189 000,1 404 446,3 360 154,7 771 554
A22C,1,3 186 120,17 303 000,2 340 000,2 706 915,479 205,12 256 085
A22D,1,7 304 920,14 177 000,95 000,3 497 035,3 807 885,10 584 965
A22E,1,10 400 600,19 386 000,1 470 000,1 817 566,8 583 034,16 098 434
A22F,1,6 092 200,35 691 000,2 137 590,4 139 737,1 952 463,29 413 673
A22G,1,4 173 430,17 989 000,1 427 720,1 410 302,2 763 128,15 150 978
A22H,1,3 056 680,15 612 000,976 000,20 422 602,-17 365 922,-5 786 602
A22J,1,1 857 720,8 518 000,399 000,496 873,1 360 847,7 622 127
A23A,0,1 036 430,Unknown,Unknown,38 034 558,-36 998 128,Unknown
A23B,1,2 880 440,10 502 000,456 000,3 473 586,- 593 146,6 572 414
A23C,1,544 188,6 200 000,146 000,1 083 552,- 539 364,4 970 448
A23D,1,2 256 530,18 726 000,2 680 000,1 653 631,602 899,14 392 369
A23E,1,1 123 320,6 280 000,1 390 000,2 399 015,-1 275 695,2 490 985
A23F,1,1 037 900,6 476 000,3 586 400,168 743,869 157,2 720 857
A23G,1,3 604 300,20 580 000,1 460 000,13 986 709,-10 382 409,5 133 291
A23H,1,3 642 210,28 124 000,308 000,4 586 897,- 944 687,23 229 103
A23J,1,698 495,6 782 000,6 732 590,490 187,208 308,- 440 777
A23K,1,3 343 610,10 964 000,4 253 530,863 205,2 480 405,5 847 265
A23L,1,564 627,3 074 000,640 000,379 487,185 140,2 054 513
A24A,1,980 392,5 730 000,1 020 000,792 604,187 788,3 917 396
A24B,1,302 902,18 594 000,224 000,989 026,- 686 124,17 380 974
A24C,1,3 139 780,20 297 000,126 000,9 993 411,-6 853 631,10 177 589
A24D,1,7 663 030,20 547 000,1 320 000,5 698 233,1 964 797,13 528 767
A24E,1,1 560 150,10 585 000,1 452 000,2 031 820,- 471 670,7 101 180
A24F,1,3 613 080,12 090 000,920 000,23 313 420,-19 700 340,-12 143 420
A24G,1,3 363 920,24 662 000,347 000,427 626,2 936 294,23 887 374
A24H,1,18 634 700,37 309 000,1 999 000,4 677 161,13 957 539,30 632 839
A24J,1,8 182 300,35 192 000,654 000,39 162 356,-30 980 056,-4 624 356
A31A,1,1 992 530,16 878 000,6 000 000,3 464 866,-1 472 336,7 413 134
A31B,1,2 617 840,15 930 000,3 030 000,993 010,1 624 830,11 906 990
A31C,1,4 440 930,15 045 000,1 023 000,1 980 881,2 460 049,12 041 119
A31D,1,4 707 040,20 906 000,1 137 000,3 999 595,707 445,15 769 405
A31E,1,3 911 190,17 336 000,1 008 000,251 699,3 659 491,16 076 301
A31F,1,7 520 120,22 388 000,2 281 000,3 863 671,3 656 449,16 243 329
A31G,1,14 441 400,24 094 000,4 644 000,300 423,14 140 977,19 149 577
A31H,1,11 595 300,15 299 000,928 000,361 590,11 233 710,14 009 410
A31J,1,18 321 200,18 520 000,650 000,940 076,17 381 124,16 929 924
A32A,1,3 847 940,5 425 000,304 000,232 440,3 615 500,4 888 560
A32B,1,6 409 210,14 587 000,534 000,5 476,6 403 734,14 047 524
A32C,1,19 768 000,17 582 000,593 000,378 000,19 390 000,16 611 000
A32D,1,3 100 750,14 373 000,785 000,0,3 100 750,13 588 000
A32E,1,10 276 300,15 775 000,818 000,783 525,9 492 775,14 173 475
A41A,1,3 133 710,17 660 000,3 240 000,233 864,2 899 846,14 186 136
A41B,1,1 525 120,7 860 000,800 000,0,1 525 120,7 060 000
A41C,1,36 765 300,7 860 000,460 000,141 170,36 624 130,7 258 830
A41D,1,34 216 900,16 710 000,590 000,1 556 963,32 659 937,14 563 037
A41E,1,28 943 700,12 410 000,600 000,4 819 458,24 124 242,6 990 542
A42A,1,848 906,18 190 000,4 100 000,3 171 195,-2 322 289,10 918 805
A42B,1,1 245 450,15 770 000,4 080 000,3 625 480,-2 380 030,8 064 520
A42C,1,1 679 330,43 000 000,5 310 000,4 257 993,-2 578 663,33 432 007
A42D,1,3 812 650,16 860 000,9 210 000,163 391,3 649 259,7 486 609
A42E,1,31 964 900,32 980 000,8 300 000,2 571 640,29 393 260,22 108 360
A42F,1,18 622 600,22 460 000,2 500 000,1 464 511,17 158 089,18 495 489
A42G,1,38 767 300,26 400 000,2 720 000,129 511,38 637 789,23 550 489
A42H,1,22 665 600,18 150 000,790 000,64 250,22 601 350,17 295 750
A42J,1,27 754 500,12 810 000,390 000,3 444 378,24 310 122,8 975 622
A50A,1,9 819 620,12 950 000,3 020 000,554 465,9 265 155,9 375 535
A50B,1,4 061 240,13 520 000,3 080 000,0,4 061 240,10 440 000
A50C,1,2 289 630,11 000 000,1 260 000,234 509,2 055 121,9 505 491
A50D,1,7 861 920,13 950 000,2 990 000,49 732,7 812 188,10 910 268
A50E,1,3 308 060,11 710 000,430 000,122 364,3 185 696,11 157 636
A50F,1,6 769 940,6 140 000,230 000,136 000,6 633 940,5 774 000
A50G,1,5 035 650,7 160 000,320 000,1 201 354,3 834 296,5 638 646
A50H,1,8 459 560,11 490 000,370 000,12 237 006,-3 777 446,-1 117 006
A50J,1,6 389 990,9 290 000,740 000,5 467 605,922 385,3 082 395
A61A,1,1 302 710,12 410 000,1 270 000,1 979 403,- 676 693,9 160 597
A61B,1,1 659 940,11 100 000,520 000,389 459,1 270 481,10 190 541
A61C,1,2 855 910,15 400 000,560 000,3 510 121,- 654 211,11 329 879
A61D,1,1 651 740,12 630 000,1 340 000,3 477 288,-1 825 548,7 812 712
A61E,1,1 610 370,12 120 000,620 000,8 501 611,-6 891 241,2 998 389
A61F,1,4 792 590,17 800 000,2 580 000,4 594 745,197 845,10 625 255
A61G,1,4 305 600,19 310 000,2 330 000,16 838 984,-12 533 384,141 016
A61H,1,2 194 030,19 990 000,1 740 000,2 718 374,- 524 344,15 531 626
A61J,1,2 492 040,24 280 000,2 290 000,1 826 775,665 265,20 163 225
A62A,1,1 277 310,12 160 000,3 590 000,270 779,1 006 531,8 299 221
A62B,1,10 692 400,14 740 000,1 780 000,554 586,10 137 814,12 405 414
A62C,1,5 663 910,6 710 000,700 000,650,5 663 260,6 009 350
A62D,1,4 481 140,10 540 000,1 550 000,653 949,3 827 191,8 336 051
A62E,1,6 945 030,6 660 000,1 050 000,1 379 291,5 565 739,4 230 709
A62F,1,5 887 330,7 120 000,750 000,2 370 653,3 516 677,3 999 347
A62G,1,17 393 900,6 830 000,350 000,56 128,17 337 773,6 423 873
A62H,1,14 171 900,8 640 000,830 000,237 578,13 934 322,7 572 422
A62J,1,12 489 100,9 180 000,390 000,79 201,12 409 899,8 710 799
A63A,1,8 970 560,11 640 000,410 000,13 000 242,-4 029 682,-1 770 242
A63B,1,9 249 440,11 060 000,280 000,1 708 219,7 541 221,9 071 781
A63C,1,7 449 150,9 210 000,630 000,2 174 290,5 274 860,6 405 710
A63D,1,10 701 300,12 350 000,630 000,5 646 653,5 054 647,6 073 347
A63E,1,2 793 320,10 650 000,350 000,26 981 795,-24 188 475,-16 681 795
A71A,1,251 563,13 560 000,1 590 000,39 416 635,-39 165 072,-27 446 635
A71B,1,6 877 490,9 480 000,1 850 000,7 300 208,- 422 718,329 792
A71C,1,985 761,11 090 000,1 450 000,19 323 154,-18 337 393,-9 683 154
A71D,1,8 316 890,4 640 000,140 000,6 004 644,2 312 246,-1 504 644
A71E,1,40 061,6 660 000,1 200 000,7 931 718,-7 891 657,-2 471 718
A71F,1,10 863 700,4 380 000,820 000,7 857 651,3 006 049,-4 297 651
A71G,1,15 508 700,6 230 000,590 000,12 346 435,3 162 265,-6 706 435
A71H,1,12 009 400,13 440 000,950 000,17 502 553,-5 493 153,-5 012 553
A71J,1,7 145 070,16 780 000,1 740 000,15 845 464,-8 700 394,- 805 464
A71K,1,3 225 340,979 000,380 000,9 761 376,-6 536 036,-9 162 376
A71L,1,3 860 670,7 130 000,360 000,37 263 427,-33 402 757,-30 493 427
A72A,1,20 541 800,8 230 000,90 000,17 206 260,3 335 540,-9 066 260
A72B,1,4 487 020,8 230 000,550 000,7 761 454,-3 274 434,-81 454
A80A,1,9 793 560,20 430 000,5 590 000,1 358 424,8 435 136,13 481 576
A80B,1,4 250 010,9 300 000,2 010 000,1 328 013,2 921 997,5 961 987
A80C,1,2 116 800,8 710 000,640 000,1 446 320,670 480,6 623 680
A80D,1,1 359 720,3 810 000,640 000,98 339,1 261 381,3 071 661
A80E,1,3 876 550,7 750 000,1 130 000,1 475 108,2 401 442,5 144 892
A80F,1,5 220 650,5 440 000,60 000,4 660 584,560 066,719 416
A80G,1,4 368 280,8 650 000,90 000,10 095 363,-5 727 083,-1 535 363
A80H,1,2 638 130,6 190 000,1 200 000,5 226 518,-2 588 388,- 236 518
A80J,1,2 372 920,3 510 000,160 000,1 674 444,698 476,1 675 556
A91A,1,3 821 350,8 320 000,2 910 000,7 741 745,-3 920 395,-2 331 745
A91B,1,448 712,7 940 000,2 480 000,12 905 631,-12 456 919,-7 445 631
A91C,1,2 498 780,14 200 000,3 230 000,33 811 228,-31 312 448,-22 841 228
A91D,0,8 245 750,Unknown,Unknown,10 919 619,-2 673 869,Unknown
A91E,1,9 414 360,19 250 000,5 310 000,1 464 701,7 949 659,12 475 299
A91F,1,6 393 730,16 290 000,2 930 000,2 427 542,3 966 188,10 932 458
A91G,1,20 436 900,31 690 000,24 050 000,1 839 970,18 596 930,5 800 030
A91H,1,5 007 220,17 590 000,2 780 000,351 136,4 656 084,14 458 864
A91J,0,1 980 590,Unknown,Unknown,143 850,1 836 740,Unknown
A91K,0,909 087,Unknown,Unknown,0,909 087,Unknown
A92A,1,15 529 100,30 230 000,54 440 000,266 805,15 262 295,-24 476 805
A92B,1,9 144 920,27 260 000,3 050 000,261 810,8 883 110,23 948 190
A92C,0,4 299 390,Unknown,Unknown,3 275 092,1 024 298,Unknown
A92D,1,1 794 920,300 000,320 000,615 734,1 179 186,- 635 734
K80A,0,11 382 900,Unknown,Unknown,0,11 382 900,Unknown
K80B,1,16 349 100,25 770 000,22 040 000,0,16 349 100,3 730 000
K80C,1,11 014 600,18 740 000,1 830 000,604 363,10 410 237,16 305 637
K80D,1,7 567 100,19 440 000,11 130 000,3 846 251,3 720 849,4 463 749
K80E,0,3 074 750,Unknown,Unknown,1 931 598,1 143 152,Unknown
K80F,1,1 666 630,11 340 000,2 780 000,2 548 947,- 882 317,6 011 053
K90A,0,1 856 460,Unknown,Unknown,758 384,1 098 076,Unknown
K90B,1,1 133 800,7 850 000,900 000,331 151,802 649,6 618 849
K90C,0,192 276,Unknown,Unknown,442 112,- 249 836,Unknown
K90D,1,789 982,6 190 000,500 000,319 469,470 513,5 370 531
K90E,1,752 366,5 320 000,650 000,852 690,- 100 324,3 817 310
K90F,1,667 072,10 120 000,31 750 000,3 127 893,-2 460 821,-24 757 893
K90G,1,512 426,9 470 000,153 000,5 092 234,-4 579 808,4 224 766
L11A,0,3 868 100,Unknown,Unknown,488 267,3 379 833,Unknown
L11B,0,2 790 470,Unknown,Unknown,33 007,2 757 463,Unknown
L11C,0,2 367 970,Unknown,Unknown,16 000,2 351 970,Unknown
L11D,0,6 225 430,Unknown,Unknown,102 464,6 122 966,Unknown
L11E,1,936 025,3 060 000,410 000,488 696,447 329,2 161 304
L11F,0,2 776 930,Unknown,Unknown,2 112 616,664 314,Unknown
L11G,0,3 894 450,Unknown,Unknown,27 624,3 866 826,Unknown
L12A,0,12 148,Unknown,Unknown,1 121 800,-1 109 652,Unknown
L12B,0,607 337,Unknown,Unknown,637 436,-30 099,Unknown
L12C,0,1 584 950,Unknown,Unknown,835 047,749 903,Unknown
L12D,0,9 569,Unknown,Unknown,611 652,- 602 083,Unknown
L21A,0,3 209 340,Unknown,Unknown,463 320,2 746 020,Unknown
L21B,1,3 830 000,3 530 000,360 000,2 423 713,1 406 287,746 287
L21C,0,5 380 570,Unknown,Unknown,182 439,5 198 131,Unknown
L21D,0,6 958 250,Unknown,Unknown,71 094,6 887 156,Unknown
L21E,1,4 105 770,5 120 000,1 510 000,1 399 453,2 706 317,2 210 547
L21F,0,2 973 720,Unknown,Unknown,338 470,2 635 250,Unknown
L22A,0,4 700 460,Unknown,Unknown,180 267,4 520 193,Unknown
L22B,0,438 033,Unknown,Unknown,123 913,314 120,Unknown
L22C,0,898 869,Unknown,Unknown,803 719,95 150,Unknown
L22D,0,1 942 560,Unknown,Unknown,403 845,1 538 715,Unknown
L23A,0,1 686 960,Unknown,Unknown,60 000,1 626 960,Unknown
L23B,1,466 589,1 200 000,190 000,1 573 561,-1 106 972,- 563 561
L23C,0,2 453 050,Unknown,Unknown,333 653,2 119 397,Unknown
L23D,0,1 219 620,Unknown,Unknown,42 870,1 176 750,Unknown
L30A,0,730 047,Unknown,Unknown,1 222 669,- 492 622,Unknown
L30B,0,38 654,Unknown,Unknown,26 164,12 490,Unknown
L30C,0,308 388,Unknown,Unknown,343 227,-34 839,Unknown
L30D,0,770 985,Unknown,Unknown,301 018,469 967,Unknown
L40A,0,2 861,Unknown,Unknown,224 123,- 221 262,Unknown
L40B,0,1 140 890,Unknown,Unknown,153 829,987 061,Unknown
L50A,0,1 389 110,Unknown,Unknown,135 996,1 253 114,Unknown
L50B,0,342 567,Unknown,Unknown,73 197,269 370,Unknown
L60A,0,124 388,Unknown,Unknown,164 284,-39 896,Unknown
L60B,0,16 344,Unknown,Unknown,68 500,-52 156,Unknown
L70A,0,667 746,Unknown,Unknown,5 600,662 146,Unknown
L70B,0,29 079,Unknown,Unknown,41 543,-12 464,Unknown
L70C,0,698 106,Unknown,Unknown,126 934,571 172,Unknown
L70D,1,471 874,650 000,160 000,367 119,104 755,122 881
L70E,0,743 193,Unknown,Unknown,25 420,717 773,Unknown
L70F,0,495 871,Unknown,Unknown,25 221,470 650,Unknown
L70G,0,332 998,Unknown,Unknown,37 010,295 988,Unknown
L81A,0,1 040 190,Unknown,Unknown,106 380,933 810,Unknown
L81B,0,294 557,Unknown,Unknown,853 480,- 558 923,Unknown
L81C,0,433 980,Unknown,Unknown,286 603,147 377,Unknown
L81D,0,163 363,Unknown,Unknown,31 200,132 163,Unknown
L82A,0,1 095 850,Unknown,Unknown,257 503,838 347,Unknown
L82B,1,2 625 170,9 530 000,690 000,1 110 821,1 514 349,7 729 179
L82C,1,2 548 310,1 500 000,1 980 000,475 156,2 073 154,- 955 156
L82D,0,4 792 470,Unknown,Unknown,1 663 171,3 129 299,Unknown
L82E,0,1 197 970,Unknown,Unknown,49 300,1 148 670,Unknown
L82F,0,187 581,Unknown,Unknown,0,187 581,Unknown
L82G,0,268 672,Unknown,Unknown,0,268 672,Unknown
L82H,0,128 051,Unknown,Unknown,0,128 051,Unknown
L82J,0,129 608,Unknown,Unknown,44 960,84 648,Unknown
L90A,0,984 653,Unknown,Unknown,455 825,528 828,Unknown
L90B,0,3 000 490,Unknown,Unknown,161 225,2 839 265,Unknown
L90C,0,2 941 010,Unknown,Unknown,511 350,2 429 660,Unknown
M10A,1,180 948,3 600 000,660 000,75 926,105 022,2 864 074
M10B,0,287 710,Unknown,Unknown,125 517,162 193,Unknown
M10C,1,385 303,10 180 000,1 980 000,1 141 984,- 756 681,7 058 016
M10D,1,900 668,4 390 000,1 600 000,162 852,737 816,2 627 148
M20A,1,2 220 730,12 000 000,8 600 000,11 460 710,-9 239 980,-8 060 710
M20B,1,1 421 160,10 170 000,3 810 000,1 180 791,240 369,5 179 209
M30A,1,520 242,1 940 000,20 000,3 672 019,-3 151 777,-1 752 019
M30B,1,543 953,1 910 000,320 000,3 684 426,-3 140 473,-2 094 426
N11A,1,4 249 360,8 090 000,110 000,1 633 085,2 616 275,6 346 915
N11B,1,4 732 220,8 340 000,110 000,5 326 132,- 593 912,2 903 868
N12A,0,5 833 700,Unknown,Unknown,2 076 777,3 756 923,Unknown
N12B,0,6 235 850,Unknown,Unknown,301 758,5 934 092,Unknown
N12C,1,4 609 650,8 120 000,890 000,1 141 509,3 468 141,6 088 491
N13A,1,4 055 720,8 300 000,600 000,3 018 574,1 037 146,4 681 426
N13B,1,3 450 960,4 820 000,100 000,2 367 852,1 083 108,2 352 148
N13C,1,1 612 300,2 410 000,350 000,792 834,819 466,1 267 166
N14A,0,43 144,Unknown,Unknown,659 819,- 616 675,Unknown
N14B,0,2 985 010,Unknown,Unknown,927 060,2 057 950,Unknown
N14C,1,924 217,5 920 000,1 140 000,2 712 857,-1 788 640,2 067 143
N14D,0,35 668,Unknown,Unknown,174 703,- 139 035,Unknown
N21A,1,1 500 500,1 030 000,40 000,153 650,1 346 850,836 350
N21B,0,3 407 930,Unknown,Unknown,686 173,2 721 757,Unknown
N21C,0,2 864 330,Unknown,Unknown,1 425 365,1 438 965,Unknown
N21D,0,2 511 460,Unknown,Unknown,113 537,2 397 923,Unknown
N22A,0,659 859,Unknown,Unknown,180 812,479 047,Unknown
N22B,0,61 029,Unknown,Unknown,189 567,- 128 538,Unknown
N22C,0,1 353 770,Unknown,Unknown,300,1 353 470,Unknown
N22D,0,1 690 200,Unknown,Unknown,4 560,1 685 640,Unknown
N22E,0,9 366,Unknown,Unknown,33 069,-23 703,Unknown
N23A,0,1 555 240,Unknown,Unknown,99 660,1 455 580,Unknown
N23B,0,11 875,Unknown,Unknown,77 580,-65 705,Unknown
N24A,0,158 162,Unknown,Unknown,233 666,-75 504,Unknown
N24B,0,49 056,Unknown,Unknown,256 936,- 207 880,Unknown
N24C,0,179 132,Unknown,Unknown,174 873,4 259,Unknown
N24D,0,37 689,Unknown,Unknown,25 593,12 096,Unknown
N30A,0,5 261 090,Unknown,Unknown,4 350 865,910 225,Unknown
N30B,1,3 714 900,5 130 000,560 000,1 285 992,2 428 908,3 284 008
